,dcode,dname
1342,A11AKP09D0045,아미젠정(수출용)
1343,2009071504425,아미테정(수출용)
1344,A11A1590A0165,아미푸렉스정500mg(수출용)
1345,2009071502680,아민톤연질캡슐(수출용)
1346,2020031900001,아바펜캡슐100mg
1347,2016032200005,아바펜캡슐300mg
1348,2019092700008,아발린캡슐150mg
1349,2019092700017,아발린캡슐75mg
1350,2020042900026,아스본정
1351,2023081100019,아스본플러스정
1352,2015032400005,아웃가드겔
1353,2016121300005,아이러뷰연질캡슐
1354,2019102800003,아이리카정75mg
1355,2019053100117,아이리카캡슐150mg
1356,2019110800003,아이리카캡슐75mg
1357,A11AKP08K0068,아이미산
1358,A11AKP08G2016,아이월드가미소요산엑스과립
1359,A11AKP08G3688,아이월드계지가작약탕엑스과립
1360,A11AKP08G3819,아이월드계지복령환가대황엑스과립
1361,A11AKP08G3858,아이월드당귀사역가오수유생강탕엑스과립
1362,A11AKP08L0161,아이월드백호가인삼탕엑스과립
1363,A11AKP08L0108,아이월드시호가용골모려탕엑스과립
1364,2016052000018,아이작연질캡슐
1365,2009071503849,아이잔연질캡슐(수출용)
1366,2016062100032,아이프렐캡슐150mg
1367,2016062100033,아이프렐캡슐75mg
1368,2018041900005,아주코연질캡슐
1369,2019072900006,아진탈플러스정
1370,A11A0090A0082,아코니발정
1371,2023092600008,아키가정100/500mg
1372,2023092600007,아키가정50/500mg
1373,2019053100017,아키본정
1374,2022070600001,아토메가연질캡슐5/1000mg
1375,2022071100008,아토코마연질캡슐5/1000mg
1376,2021012900004,아트로메가콤비젤연질캡슐
1377,2022072600003,아트로메가콤비젤연질캡슐5/1000mg
1378,2021012200002,아트맥콤비젤연질캡슐
1379,2022120200003,아트맥콤비젤연질캡슐2.5/1000mg
1380,2022072200001,아트맥콤비젤연질캡슐5/1000mg
1381,2018120400003,아트밍캡슐
1382,2019052200051,아티큐정
1383,2009071503549,악모딤정(수출용)
1384,2022050400002,안국슈가마덱스주
1385,2020021000008,알가드액
1386,2015032600014,알가스정
1387,2020082800002,알가현탁액(수출용)
1388,A11ALLLLL0265,알레르기치료처방셋트
1389,A11APPPPP2610,알루실산정
1390,2018120300010,알룬브릭정180mg
1391,2018120300008,알룬브릭정30mg
1392,2018120300009,알룬브릭정90mg
1393,2019101500009,알리가연질캡슐10mg
1394,2019101500008,알리가연질캡슐30mg
1395,A11A0480A0278,알부나민정500mg(수출용)
1396,A11AOOOOO2435,알스텍캡슐
1397,2021092800003,알엠에스오스론
1398,2009071504990,알파타민진생연질캡슐(수출용)
1399,2015120100009,알피가바펜틴캡슐100mg
1400,2015120100010,알피가바펜틴캡슐300mg
1401,A11A0850A0378,애니탈삼중정
1402,2011102600013,애리카캡슐150mg
1403,2011102600012,애리카캡슐75mg
1404,yos95e1hmp632,애바가드외용액
1405,2021062400001,액티브메가비타정
1406,A11AKP08K0079,액티브큐텐연질캡슐
1407,2020072800004,액티비씨정
1408,A11AKP08G3893,액티콤연질캡슐
1409,v6lslspyu9vxo,어린이용텐씨플러스츄어블정
1410,A11AMMMMM0760,에가닌연질캡슐200mg
1411,A11A0690A0477,에가푸신주(250mL)
1412,A11AGGGGA3662,에가푸신주(500mL)
1413,A11AOOOOO2065,에드비타연질캡슐
1414,2017092100006,에소가드정20mg
1415,2017092100007,에소가드정40mg
1416,2021111000001,에소메가정20/800mg
1417,2009071506045,에스바비산(수출용)
1418,2020050400030,에스알파정
1419,2020101500004,에스인캡슐
1420,2023010900081,에스포가듀오서방정10/1000mg
1421,2023062200012,에스포가듀오서방정10/500mg
1422,2020061800009,에스포가정10mg
1423,2009071502768,에어가스코리아의료용산소
1424,2018021400006,에어가스코리아의료용아산화질소
1425,2021021900087,에이미가서방정50mg
1426,2017041900005,에이씨큐어엠엘이겔
1427,2009092300125,에이타민연질캡슐
1428,2009071503516,에이프로젠칼심정(수출용)
1429,2020070800002,에테온정
1430,2009100800001,에피듀오겔0.1%/2.5%
1431,2018022800015,에피듀오포르테겔0.3%/2.5%
1432,A11A0470A0436,엑스코프네오시럽
1433,2018073100029,엔도가드액(25mL)
1434,2020071400008,엔마코연질캡슐
1435,2019091900116,엔터가닉과립(수출용)
1436,2022092800005,엔텐스이에프주
1437,2022092800004,엔텐스주
1438,2019112100002,엔틸라정
1439,2011102800004,엔피린캡슐150mg
1440,2011102800003,엔피린캡슐75mg
1441,2014022500019,엘가틴정
1442,2019123100019,엘그린캡슐
1443,A11ABBBBB2454,엘레칼디정
1444,A11AKP08A0241,엘리가드주22.5mg
1445,A11AKP08A0242,엘리가드주30mg
1446,A11AKP08A0246,엘리가드주45mg
1447,A11AKP08A0230,엘리가드주7.5mg
1448,2020100700001,엘앤씨메가펜정
1449,2023092500013,엠포가듀오정12.5/1000mg
1450,2023092500015,엠포가듀오정12.5/500mg
1451,2023092500014,엠포가듀오정12.5/850mg
1452,2022040600066,엠포가듀오정5/1000mg
1453,2022040600068,엠포가듀오정5/500mg
1454,2022040600067,엠포가듀오정5/850mg
1455,2021030800015,엠포가정10mg
1456,2021030800014,엠포가정25mg
1457,2020042400003,영일가바펜틴캡슐100mg
1458,2020042400002,영일가바펜틴캡슐300mg
1459,A11AKP08F0405,오가루트란주0.25mg/0.5mL
1460,zl31oaw42bgz9,오라민에프연질캡슐
1461,2009091800229,오라민이연질캡슐
1462,A11ALLLLL0152,오라민지연질캡슐(수출용)
1463,2020121600005,오마론미니연질캡슐2g
1464,2015010200001,오마론연질캡슐
1465,2020031800028,오마스미니연질캡슐2g
1466,2018050200022,오마칸연질캡슐
1467,2019071200003,오마코미니연질캡슐2g
1468,A11AOOOOO7510,오마코연질캡슐
1469,2020051900013,오마탑연질캡슐
1470,2019070200004,오마트리연질캡슐
1471,2020073000005,오마티지미니연질캡슐2g
1472,2018050200014,오마티지연질캡슐
1473,2015050100006,오마프원주(1477mL)
1474,2015022500019,오마프원주(1970mL)
1475,2015050100007,오마프원주(986mL)
1476,2015050100004,오마프원페리주(1448mL)
1477,2015022500018,오마프원페리주(1904mL)
1478,2015060200002,오마프원페리주(500mL)
1479,2015050100002,오마프원페리주(724mL)
1480,2015050100003,오마프원페리주(952mL)
1481,2023091500032,오마프플러스원주
1482,2023091500033,오마프플러스원페리주
1483,2016041800002,오메가벤주
1484,A11AKP07L0360,오메가엑스과립(배농산급탕)
1485,2020010200007,오메가원연질캡슐
1486,2020031200023,오메가원프로연질캡슐
1487,2020101300011,오메가원플러스연질캡슐
1488,2020042900028,오메간연질캡슐
1489,2020052700052,오메로연질캡슐
1490,2020040600015,오메롤연질캡슐
1491,2020060100095,오메린연질캡슐
1492,2023083100005,오메스트연질캡슐10/1000mg
1493,2023083100004,오메스트연질캡슐5/1000mg
1494,2020052000006,오메신연질캡슐
1495,2020042400047,오메티드큐티렛연질캡슐
1496,2019032900052,오메틴연질캡슐
1497,2019041800091,오메틸큐티렛연질캡슐
1498,2021021900077,오미가서방정50mg
1499,2019021500042,오스가바캡슐100mg
1500,2019021500041,오스가바캡슐300mg
1501,2018091000007,오스나정
1502,2022041800003,오스디온주
1503,A11AKP09E0048,오스딘연질캡슐
1504,2019041600024,오스레라정
1505,2020052700047,오스메가연질캡슐
1506,2019110800007,오스메드정
1507,A11A0740A0257,오스칼500디정
1508,A11AGGGGA5814,오스칼정
1509,A11APPPPP1420,오스칼플러스정
1510,2019100100052,오스케어정
1511,2010051000013,오스터연질캡슐(수출용)
1512,2017071100009,오스테라정
1513,A11AKP08L0134,오스테오플러스정(수출용)
1514,2019081200069,오스텔정
1515,A11AKP08G3406,오스틴팔미지황환
1516,2017071100008,오스펜정
1517,2019102100014,오스펜틴캡슐100mg
1518,2019102100015,오스펜틴캡슐300mg
1519,2018082200001,오스힐정
1520,2020022800010,오엠지미니연질캡슐2g
1521,2020060100093,오테르연질캡슐
1522,2020060100090,오트리연질캡슐
1523,A11A1080A0135,온집(당귀사역가오수유생강탕엑스과립)
1524,2021020300010,온카스파동결건조주
1525,A11A0090A0189,올가과립(위령탕엑스과립)
1526,2020021300002,올람마우스워시가글액(수출용)
1527,2019071200001,올마크연질캡슐
1528,A11AJJJJJ0220,용각산
1529,2014042300004,용각산다이렉트스틱(수출용)
1530,A11AJJJJJ0221,용각산쿨과립
1531,A11A1240A0020,용표사향소합원
1532,A11A0130A0434,우노바캡슐
1533,A11A1130A0048,우로카룬캡슐
1534,2014101400009,우진가스텍의료용산소
1535,A11A1520B0057,우차신기환(가미신기환)
1536,A11A2070A0370,울트라민정500mg(수출용)
1537,2015032700018,울티클가글액0.12%
1538,2017071100007,원넬라정
1539,2009071506111,원큐텐연질캡슐
1540,2021111600003,웰라임캡슐
1541,a6sk6lpmwus4d,웰리드연질캡슐
1542,2020031200032,웰마코미니연질캡슐2g
1543,2018032600005,웰마코연질캡슐
1544,2018032800022,웰타민에프연질캡슐
1545,A11APPPPP0209,웰타민연질캡슐
1546,A11ADDDDD0141,위가날정
1547,2023102600008,위너프에이플러스주(1090mL)
1548,2023062900001,위너프에이플러스주(1438mL)
1549,2023090100006,위너프에이플러스페리주(1089mL)
1550,2023112300003,위너프에이플러스페리주(1452mL)
1551,2013100100022,위너프주(1085mL)
1552,2018040900046,위너프주(1435mL)
1553,2018040900047,위너프주(1820mL)
1554,2020052600036,위너프주(736mL)
1555,2013100100023,위너프페리주(1085mL)
1556,2018030500011,위너프페리주(1450mL)
1557,2018030500013,위너프페리주(2020mL)
1558,2022092800009,위너프페리주(241mL)
1559,2018030500012,위너프페리주(654mL)
1560,A11APPPPP2599,위단산(수출용)
1561,2020050400051,위더펜틴캡슐100mg
1562,2020050400050,위더펜틴캡슐300mg
1563,2019110100020,위마코연질캡슐
1564,2012060100017,위세당정
1565,2017072600001,위소탈정
1566,2021031600002,위속엔정
1567,A11AKP08G3995,위스타산
1568,2023111600003,위앤프레쉬정
1569,2021071300001,위엔스탈정
1570,2017022200004,위엔탑정
1571,A11AHHHHH0222,위푸린산
1572,2022061600006,위푸린에스산
1573,mdpez3hl3zear,위풀산
1574,2018021200003,윈리카캡슐150mg
1575,2018021200004,윈리카캡슐75mg
1576,2009090700525,윈탈정
1577,A11A0360A0151,유가인정
1578,2018021900014,유가인정40mg
1579,2013040100010,유니레이프리필드주사(10mL)
1580,2018032700027,유니레이프리필드주사(15mL)
1581,2018032700028,유니레이프리필드주사(20mL)
1582,A11AOOOOO5965,유니론틴캡슐100mg
1583,A11AOOOOO3544,유니론틴캡슐300mg
1584,2022041200003,유니마덱스주
1585,2020050600009,유니메가미니연질캡슐
1586,2019031900002,유니메가연질캡슐
1587,2009071503597,유니온카제란정(수출용)
1588,2019031900013,유니일라정
1589,2023081100003,유니일라플러스정
1590,A11AJJJJJ0131,유니자임정
1591,2016061700010,유니카캡슐150mg
1592,2016061700009,유니카캡슐75mg
1593,A11A1291A0268,유니토랄캡슐(수출용)
1594,2019022800082,유니펜틴캡슐100mg
1595,2019022800083,유니펜틴캡슐300mg
1596,2018111600016,유라닥사캡슐110mg
1597,2018111600015,유라닥사캡슐150mg
1598,2010041200001,유로가릭캡슐(수출용)
1599,2017032900009,유로가바캡슐150mg
1600,2017032900010,유로가바캡슐75mg
1601,2022071100007,유로메가연질캡슐5/1000mg
1602,2015101200038,유리가트정40mg
1603,2015101200018,유리가트정80mg
1604,2022021500005,유리디온주
1605,2010072600005,유리세이트정(수출용)
1606,2019073000011,유비센정
1607,A11AKP08G0319,유비코엔연질캡슐
1608,A11ABBBBB1472,유에프티이과립0.5g
1609,A11AGGGGA4222,유에프티이과립0.75g
1610,A11AGGGGA4224,유에프티이과립1g
1611,A11ABBBBB1475,유에프티캡슐
1612,A11A1920A0190,유칼정
1613,2019123100017,유한쓰리챔버폼스페리주(1206mL)
1614,2020082600008,유한쓰리챔버폼스페리주(1448mL)
1615,2020082600009,유한쓰리챔버폼스페리주(952mL)
1616,2019010700005,유한프레가발린서방정150mg
1617,2019010700004,유한프레가발린서방정300mg
1618,2023010200002,유한프레가발린서방정75mg
1619,mcus81eet91qd,이가덱스캡슐
1620,A11AKP07K0007,이가탄에스캡슐(수출용)
1621,x1yz9ddq5chfc,이가탄에프캡슐
1622,A11A0920A0167,이가탄캡슐(수출용)
1623,2022011700004,이가펜연질캡슐
1624,2019020700007,이로바캡슐100mg
1625,2018071000006,이로바캡슐300mg
1626,2021083000034,이뮨셀엘씨주
1627,A11AHHHHH0221,이즈펜정
1628,2021012100001,이지콜드플러스연질캡슐
1629,2009071505712,익수갈천신과립(갈근탕가천궁신이엑스과립)
1630,2015031600020,익수정로환(수출용)
1631,2009071503389,인바이오넷가론연질캡슐(수출용)
1632,2020012900011,인베가서방정3mg
1633,2020012900012,인베가서방정6mg
1634,2020012900001,인베가서방정9mg
1635,2010072700006,인베가서스티나주사117mg
1636,2010072700007,인베가서스티나주사156mg
1637,2010072700008,인베가서스티나주사234mg
1638,2010072700004,인베가서스티나주사39mg
1639,2010072700005,인베가서스티나주사78mg
1640,2016062300021,인베가트린자주사(0.875mL)
1641,2016072700023,인베가트린자주사(1.315mL)
1642,2016072700024,인베가트린자주사(1.75mL)
1643,2016072700025,인베가트린자주사(2.625mL)
1644,2023042600009,인베가하피에라주사(3.5mL)
1645,2022101900002,인베가하피에라주사(5mL)
1646,A11AKP08G1705,인스스노콜엑스과립(갈근탕가천궁신이)
1647,A11A6570B0270,인스팜가미소요산엑스과립
1648,A11AKP08G2309,인스팜계지복령환가대황엑스과립
1649,A11AKP08G2488,인스팜당귀사역가오수유생강탕엑스과립
1650,A11AKP08G2489,인스팜백호가인삼탕엑스과립
1651,2009090700335,인코라민큐텐업정
1652,2010012500036,인코라민프리미어정
1653,2023111300001,인크린에스정
1654,2020041000002,인크린정
1655,2019020700069,인터큐텐연질캡슐
1656,A11A1110B0051,인포리바연질캡슐(수출용)
1657,2016080900001,일리카캡슐150mg
1658,2016080900002,일리카캡슐75mg
1659,2022021500014,일성슈가마덱스나트륨주
1660,2020032500016,일성오메가연질캡슐1g
1661,A11AKP08L0273,일심총명소환
1662,2022112900002,일양용비산쿨산
1663,2022032200001,일양정로환에프정
1664,2009071501861,일화홍삼캡슐(수출용)
1665,A11ADDDDD0099,임모탈연질캡슐
1666,2022010700022,자누가정10/100mg
1667,A11AKP07L0259,자양심간탕엑스과립(가미온담탕)
1668,2015110200029,자이가드연질캡슐0.5mg
1669,2017090700006,자이티가정500mg
1670,2012021500001,자임큐텐연질캡슐
1671,2010070200001,자임텐연질캡슐
1672,2021020500006,정보에스환
1673,A11AKP08G2794,정비산(갈근탕가천궁신이엑스과립)
1674,A11A0410B0005,정우가감팔미환
1675,A11A0410A0124,정우가미소요산엑스과립
1676,A11A0410B0143,정우계지가용골모려탕엑스과립
1677,A11A0410A0121,정우계지복령환가대황엑스과립
1678,A11AKP08G2481,정우당귀사역가오수유생강탕엑스과립
1679,A11A0410A0190,정우백호가인삼탕엑스과립
1680,A11A0410A0157,정우시호가용골모려탕엑스과립
1681,A11AEEEEE0466,정우알두텍캡슐
1682,A11A0410A0451,정우향성파적환엑스과립
1683,A11AGGGGG7029,정통환
1684,2022020700002,제리디온주
1685,2017050200019,제이가바캡슐150mg
1686,2017080100033,제이가바캡슐300mg
1687,2017050200020,제이가바캡슐75mg
1688,2016052500025,제이더블유신약프레가발린캡슐150mg
1689,2016052500026,제이더블유신약프레가발린캡슐75mg
1690,2016041500005,제이더블유중외제약프레가발린캡슐150mg
1691,2016041500006,제이더블유중외제약프레가발린캡슐75mg
1692,2018111600014,제이트란캡슐110mg
1693,2018111600013,제이트란캡슐150mg
1694,2012020700001,제일가스산업의료용산소
1695,2019101600010,제일오메가3연질캡슐
1696,2021122400011,제포가듀오서방정10/1000mg
1697,2021122400010,제포가듀오서방정10/500mg
1698,2022031700002,제포가정10mg
1699,A11AKP07L0470,젠가드에프캡슐
1700,A11A0431B0007,젠가드캡슐(수출용)
1701,2023010900075,젠시가메트서방정10/1000mg
1702,2023062200006,젠시가메트서방정10/500mg
1703,2023010900009,젠시가에스정10/100mg
1704,2020072400024,젠시가정10mg
1705,2020072400023,젠시가정5mg
1706,2009091800092,젠큐타민연질캡슐
1707,2019012500138,젤리프서방정150mg
1708,2019012500139,젤리프서방정300mg
1709,2014110700011,조아아크네겔
1710,2009091800298,조인티지연질캡슐
1711,2020032600009,종근당오메가3미니연질캡슐2g
1712,2021120200005,종근당오메가미니연질캡슐2g
1713,2013020400007,중부산업가스(주)의료용산소
1714,A11AGGGGA4412,중외10%포도당가0.45%염화나트륨주
1715,A11AMMMMM0019,중외10%포도당가생리식염액
1716,A11APPPPP0610,중외5%포도당가0.15%염화칼륨주
1717,A11ABBBBB2106,중외5%포도당가0.45%염화나트륨주
1718,lz7y53sqhbnln,중외5%포도당가소디움포타시움주3
1719,2021031000001,지마코미니연질캡슐2g
1720,A11AKP07L0020,지민캡슐
1721,2022032200004,지엘슈가마덱스주
1722,2021021900085,지타미가서방정50mg
1723,A11AKP07L0405,진경안신엑스과립(가미귀비탕엑스과립)
1724,syndi3ndo98p0,진명단(가감팔미환)
1725,2009071505705,진벨연질캡슐(수출용)
1726,A11A1110A0295,진비타연질캡슐(수출용)
1727,2013060500002,진사빗연질캡슐(수출용)
1728,2013011800017,진생민연질캡슐(수출용)
1729,2013061100006,진생톤골드연질캡슐(수출용)
1730,2009121500039,진탄연질캡슐(수출용)
1731,2009121500041,진탄지연질캡슐(수출용)
1732,2014123100007,징가주
1733,A11A1080A0272,천우가감팔미환
1734,A11AGGGGG7032,청상기가환(청상보하환)
1735,A11AKP08G1998,청성환엑스과립(향성파적환)
1736,2018053100018,체스탈플러스정
1737,A11A0410A0294,추천과립(갈근탕가천궁신이엑스)
1738,A11ALLLLL0269,치료용알러젠추출물주사
1739,2019101700013,카나가바로틴캡슐100mg
1740,2019101700014,카나가바로틴캡슐300mg
1741,2020012900022,카나가바로틴캡슐400mg
1742,A11AKP08G4016,카로셀연질캡슐
1743,2023061300007,카리테스캡슐
1744,2013051300001,카바펜캡슐300mg
1745,2015042900014,카발린캡슐150mg
1746,2017053000016,카발린캡슐25mg
1747,2017080100018,카발린캡슐300mg
1748,2017053000015,카발린캡슐50mg
1749,2015042900007,카발린캡슐75mg
1750,2019012500145,카발린CR서방정150mg
1751,2019012500144,카발린CR서방정300mg
1752,2013092300004,카베2코와과립
1753,2018100500006,카베진코와알파정
1754,2013092300005,카베진코와에스정
1755,2021072300003,카티라이프
1756,A11AKP08G2914,카필러스정
1757,2009090700538,칼디본연질캡슐
1758,A11A1200A0160,칼로스티정
1759,2009091800337,칼리틴연질캡슐
1760,2009071505623,칼본케어연질캡슐
1761,A11A3300A0239,칼스본정
1762,A11APPPPP0520,칼스에이정
1763,2009071505851,칼스타연질캡슐
1764,2021083000009,케라힐
1765,2019123100021,케리카캡슐150mg
1766,2019123100020,케리카캡슐75mg
1767,A11A2140A0279,케어가글액
1768,A11AKP08G0644,케어슬림캡슐
1769,2022042900014,케이디온주
1770,2011102800026,케이발린캡슐150mg
1771,2011102800025,케이발린캡슐75mg
1772,2023020100003,케이시가정10mg
1773,2020010700002,케이파이위보왕산
1774,2020101200002,코딜로드에스정
1775,2011080900006,코딜로드에이정(수출용)
1776,2021011300012,코딜로드에프정
1777,A11AKP08G0768,코딜로드정
1778,A11APPPPP2227,코러스파낙진생연질캡슐(수출용)
1779,vweixhklbjw0t,코로로에스피가글액
1780,2009071501372,코리아민진생연질캡슐(수출용)
1781,2020031200021,코마코미니연질캡슐2g
1782,2019122300010,코마코연질캡슐
1783,A11APPPPP2739,코메쿨정(갈근탕가천궁신이연조엑스)
1784,2010040900015,코민포연질캡슐(수출용)
1785,2017060500002,코박스인플루4가PF주(인플루엔자분할백신)
1786,2016072000003,코박스플루4가PF주(프리필드시린지)(인플루엔자분할백신)
1787,A11A1080A0051,코아나(갈근탕가천궁신이엑스과립)(수출용)
1788,A11APPPPP2427,코엔큐연질캡슐
1789,A11AOOOOO7231,코오롱가바펜틴캡슐100mg
1790,A11AOOOOO5614,코오롱가바펜틴캡슐300mg
1791,A11AKP08G0327,코큐민연질캡슐
1792,2023081100016,콕스듀오정
1793,2023081100002,콕스투플러스정
1794,2021083000012,콘드론
1795,2009082800014,콘센비타씨에이연질캡슐
1796,re3plq0g1mz2x,콘이틴정
1797,A11APPPPP2619,콤플러스골드캡슐
1798,A11APPPPP2804,콤플러스캡슐
1799,A11AKP08F0157,콰이포르테당의정300mg
1800,A11A1120A0019,쾌담환
1801,2022040500003,쾌통과립
1802,2021072100002,쾌통정
1803,2020031100002,쿨정
1804,2009071501301,퀵솔연질캡슐(수출용)
1805,2021080300006,퀸셀
1806,2018042300006,큐로리카캡슐150mg
1807,2018042300007,큐로리카캡슐75mg
1808,A11APPPPP2823,큐앤비타포르테연질캡슐
1809,2023091500014,큐어기가연질캡슐
1810,2021080200004,큐어스킨주
1811,A11APPPPP1078,큐엔데카연질캡슐
1812,A11AKP08G0196,큐텐비타캡슐
1813,2021092800001,큐피스템주
1814,2014050700002,큐피코와골드알파정
1815,2015082800004,큐피코와아이정
1816,2015022300010,크라시에가미귀비탕엑스세립
1817,2013122400031,크라시에가미소요산엑스세립
1818,2015011400005,크라시에갈근탕가천궁신이엑스세립
1819,2014062400001,크라시에계지가용골모려탕엑스세립
1820,2015031000010,크라시에계지가작약탕엑스세립
1821,2015010800005,크라시에시호가용골모려탕엑스세립
1822,A11AKP08G4178,크레아박스알씨씨주(수출용)
1823,2016080300001,클라루스연질캡슐
1824,2017122600024,클라리스캔주
1825,2018050400013,클라리스캔프리필드시린지주(10mL)
1826,2017122600025,클라리스캔프리필드시린지주(15mL)
1827,2018050400014,클라리스캔프리필드시린지주(20mL)
1828,A11AEEEEE0187,타가메트정200mg
1829,A11A4290A0007,타가메트정400mg
1830,A11A0450A0293,타가메트주사
1831,A11AGGGGA2090,타가틴정
1832,2009071504312,타그린캡슐(수출용)
1833,2022032900002,타리노정
1834,2021021900089,타미가서방정50mg
1835,2023091500071,타이가실주
1836,A11AKP08G0727,타이가실주
1837,2020012800005,탈리제정10mg
1838,2020012800004,탈리제정15mg
1839,2020012800008,탈리제정2.5mg
1840,2020012800006,탈리제정5mg
1841,2009071503759,태광산업가스의료용산소
1842,A11AOOOOO9632,태극가바펜틴캡슐
1843,2017090100016,테고캡슐20
1844,2017090100015,테고캡슐25
1845,A11AKP08B0003,테그날연질캡슐
1846,A11AMMMMM1386,테그라실과립
1847,A11ABBBBB1617,테로풀과립500mg
1848,A11A2260A0432,테로풀캡슐
1849,2015112500010,테바가바펜퀄캡슐100mg
1850,2015112500011,테바가바펜퀄캡슐300mg
1851,2015112500009,테바가바펜퀄캡슐400mg
1852,2016112500001,테바프레가퀄캡슐100mg
1853,2016112500002,테바프레가퀄캡슐150mg
1854,2016112400006,테바프레가퀄캡슐300mg
1855,2016112500003,테바프레가퀄캡슐75mg
1856,A11AKP08D0071,테울캡슐
1857,2021083000010,테트라프리피드주
1858,2021090300001,테트라프주
1859,2021090200001,테트라프페리주
1860,A11ABBBBB0260,텔린캡슐
1861,2009071504358,토니바연질캡슐(수출용)
1862,A11AKP08G0350,토미칼정
1863,2009071506112,토코큐연질캡슐
1864,2020120300007,토탈산트연질캡슐
1865,2017013100004,토프롤연질캡슐(수출용)
1866,2013093000029,톡클리어겔2.5%
1867,ym5fqb8y4n32q,톡클리어겔5%
1868,A11AKP08F0531,통비과립(갈근탕가천궁신이)
1869,2013090500003,투가드연질캡슐(수출용)
1870,2009090700470,투리버연질캡슐
1871,A11AHHHHH0051,투수콜에스연질캡슐
1872,2015030300003,투콜캡슐
1873,2023041700004,툭툭플러스코프연질캡슐
1874,2023041700006,툭툭플러스콜드연질캡슐
1875,A11AKP08G3051,트롬반주(수출용)
1876,2020031700009,트리가정
1877,2014090500002,트리가트현탁액(수출용)
1878,2019070300013,트리로우연질캡슐
1879,A11AJJJJJ0623,트리타정(수출용)
1880,2019110600004,티디에스프레가발린캡슐150mg
1881,2019111100007,티디에스프레가발린캡슐75mg
1882,2018060500004,티슬립캡슐
1883,A11AOOOOO0730,티에스원캡슐20
1884,A11AOOOOO0731,티에스원캡슐25
1885,2015061500011,티지웰연질캡슐
1886,2017060800002,티지코연질캡슐
1887,A11A1260A0271,파낙스진생연질캡슐(수출용)
1888,A11AKP08G2739,파낙신과립(가미귀비탕엑스과립)
1889,45hp3s7s8cu4s,파노바에스연질캡슐
1890,A11AOOOOO6530,파마가바펜틴캡슐
1891,A11APPPPP2760,파마가바펜틴캡슐100mg
1892,2020050400041,파마오메가연질캡슐
1893,2020061800013,파시가엔정10mg
1894,2023042400001,파시가정10mg
1895,2022010300009,파워비큐액티브정
1896,A11AKP08J0058,파워콤연질캡슐
1897,A11AKP08G2982,파지니그린캡슐
1898,th82z1qezj4z6,파티마겔10%
1899,v1hu9d3ad1elx,파티마겔2.5%
1900,c5gveagvmbhq8,파티마크림10%(수출용)
1901,A11A0920A0137,판가정(수출용)
1902,A11AOOOOO2847,판토가캡슐
1903,A11A1080A0069,팔미보당(팔미지황탕엑스과립)
1904,2016060100026,팜리카캡슐150mg
1905,2016060100027,팜리카캡슐75mg
1906,2020122400018,팜편안디정
1907,2009071505445,패트로산
1908,2013041900003,퍼마곤주120mg
1909,2013041900002,퍼마곤주80mg
1910,2018061100003,퍼스가글액(15mL)
1911,2018110200013,퍼스가글액(16.5mL)
1912,2022071400001,퍼슨슈가덱스주
1913,A11APPPPP2643,페가시스프리필드주135μg
1914,A11APPPPP1161,페가시스프리필드주180μg
1915,2021111100002,페리오씨피씨가글액(수출용)
1916,A11ADDDDD0014,페링가니트0.1%주사(10mL)
1917,A11ADDDDD0015,페링가니트0.1%주사(50mL)
1918,2023042600001,페마자이레정13.5mg
1919,2023042600003,페마자이레정4.5mg
1920,2023042600002,페마자이레정9mg
1921,2014010700004,펜다나정
1922,A11AOOOOO5626,펜다운캡슐
1923,A11AOOOOO7556,펜다운캡슐100mg
1924,2013022700037,펜믹스가바펜틴캡슐100mg
1925,2022031500002,펜믹스슈가마덱스나트륨주
1926,A11APPPPP1875,평신보엑스과립(백호가인삼탕)
1927,2020072400003,포비딘가글액(수출용)
1928,2020121700008,포비딘가글액1%
1929,2020061800007,포슈가정10mg
1930,2013112700010,포시가정10mg
1931,2013112700009,포시가정5mg
1932,A11A6060B0012,포타짐정(수출용)
1933,2022092300006,포텔리지오주20mg
1934,fnrin0t5pbr2z,폰티아캡슐
1935,2014111900001,폴가정
1936,A11AKP08G3581,폴리간장용캡슐
1937,2015040200010,폼스티엔에이주(1477mL)
1938,2015012800012,폼스티엔에이주(1970mL)
1939,2015040200009,폼스티엔에이주(986mL)
1940,A11A0030A0412,푸가신점안액
1941,A11A0030A0404,푸가신정(수출용)
1942,A11A0030B0008,푸가신정100mg
1943,A11AOOOOO7456,푸가졸캡슐
1944,2009071503513,퓨어아크네크림(수출용)
1945,2020022400009,프가린캡슐150mg
1946,2020022400006,프가린캡슐75mg
1947,2016062200035,프가바린캡슐150mg
1948,2016062200036,프가바린캡슐75mg
1949,2011110100039,프가틴캡슐150mg
1950,2019012500027,프가틴캡슐25mg
1951,2019012500026,프가틴캡슐50mg
1952,2011110100038,프가틴캡슐75mg
1953,2018033000024,프라다비캡슐110mg
1954,2018033000023,프라다비캡슐150mg
1955,2011022100003,프라닥사캡슐110mg
1956,2011022100001,프라닥사캡슐150mg
1957,2021091300005,프라메가크림
1958,2020042000027,프라임오메가연질캡슐
1959,2012062500006,프랄린캡슐150mg
1960,2012062500004,프랄린캡슐75mg
1961,2011102600014,프래디캡슐75mg
1962,2013052300006,프랜큐디연질캡슐(수출용)
1963,2012112100003,프레가린캡슐150mg
1964,2018053100029,프레가린캡슐25mg
1965,2018022700012,프레가린캡슐300mg
1966,2018052300009,프레가린캡슐50mg
